Time,Type,Trial,L Dia [mm],L Area [mm],R Dia [mm],R Area [mm],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Trigger
554262330,SMP,1,4.66,4.84,4.84,4.84,92.6,648.54,79.27,648.36,0
554282339,SMP,1,4.48,4.84,4.66,4.84,89.78,645.13,77.29,638.67,0
554302351,SMP,1,4.48,4.84,4.84,4.84,98.51,644.32,76.44,636.28,0
554322352,SMP,1,4.48,4.84,4.66,4.84,94.6,642.72,73.35,640.89,0
554342354,SMP,1,4.48,4.66,4.84,4.84,93.86,645.26,72.3,635.5,0
554362360,SMP,1,4.48,4.84,4.66,4.66,100.24,643.34,75.71,632.22,0
554382366,SMP,1,4.48,4.84,4.84,4.66,97.34,647.89,85.81,647.21,0
554402372,SMP,1,4.48,4.66,4.66,4.66,97.3,644.41,80.52,640.78,0
554422375,SMP,1,4.48,4.66,4.66,4.66,92.75,643.9,81.34,641.05,0
554442382,SMP,1,4.48,4.66,4.66,4.48,90.73,651.69,79.05,643.87,0
554462361,SMP,1,4.48,4.84,4.66,4.66,102.32,652.01,71.28,636.79,0
554482392,SMP,1,4.48,4.84,4.66,4.48,95.81,648.89,73.62,647.91,0
554502393,SMP,1,4.48,4.84,4.66,4.66,93.6,643.28,70.25,647.24,0
554522393,SMP,1,4.48,4.84,4.66,4.48,95.38,639.69,80.04,646.0,0
554542402,SMP,1,4.48,4.84,4.84,4.66,94.86,649.04,78.28,654.23,0
554562402,SMP,1,4.48,4.84,4.66,4.66,93.51,650.54,84.03,659.66,0
554582407,SMP,1,4.66,4.84,4.66,4.66,88.1,647.14,80.43,655.92,0
554602414,SMP,1,4.48,4.84,4.66,4.84,99.64,658.81,81.2,657.53,0
554622422,SMP,1,4.48,4.84,4.66,4.84,96.39,666.22,78.02,655.16,0
554642426,SMP,1,4.48,4.66,4.66,4.66,86.43,652.69,84.91,662.62,0
554662422,SMP,1,4.48,5.01,4.84,4.66,104.77,650.06,85.26,649.99,0
554682436,SMP,1,4.66,5.01,4.84,4.66,105.45,655.04,81.18,653.15,0
554702431,SMP,1,4.66,4.84,4.84,4.48,96.8,656.7,78.68,649.26,0
554722442,SMP,1,4.48,5.01,4.84,4.66,108.95,647.04,68.96,639.94,0
554742441,SMP,1,4.48,4.66,4.84,4.66,104.57,650.79,60.78,647.42,0
554762452,SMP,1,4.66,4.84,4.84,4.66,104.66,653.24,62.91,650.36,0
554782454,SMP,1,4.66,5.01,4.84,4.66,105.67,655.22,66.44,653.79,0
554802452,SMP,1,4.48,4.84,4.84,4.66,111.42,656.4,70.95,646.71,0
554822466,SMP,1,4.48,4.84,4.84,4.48,106.31,656.85,64.67,645.8,0
554842439,SMP,1,4.48,4.84,4.84,4.84,109.27,656.62,71.33,644.75,0
554862473,SMP,1,4.48,4.84,4.84,4.84,99.9,644.45,66.31,639.6,0
554882471,SMP,1,4.48,4.84,4.84,4.84,98.11,648.13,73.99,640.63,0
554902483,SMP,1,4.48,4.84,4.84,4.48,102.6,656.31,81.54,647.12,0
554922483,SMP,1,4.48,4.84,4.84,4.84,96.7,645.15,82.45,646.98,0
554942494,SMP,1,4.48,4.84,4.84,4.84,98.8,658.24,86.15,650.7,0
554962497,SMP,1,4.48,4.84,4.66,4.84,97.85,656.48,95.21,670.35,0
554982495,SMP,1,4.48,4.84,4.66,4.66,97.27,654.24,99.14,653.92,0
555002507,SMP,1,4.48,5.01,4.66,4.66,96.35,648.01,85.17,663.18,0
555022504,SMP,1,4.48,5.01,4.66,4.84,96.69,648.29,86.7,659.89,0
555042516,SMP,1,4.66,5.01,4.84,4.66,158.77,604.6,139.81,626.45,0
555062516,SMP,1,4.84,4.66,4.84,4.48,359.06,515.53,370.13,502.19,0
555082538,SMP,1,5.01,4.84,4.84,4.66,436.19,487.4,399.72,489.71,0
555102521,SMP,1,4.84,4.48,4.66,4.66,424.84,478.3,416.08,490.76,0
555122524,SMP,1,5.01,4.66,4.84,4.48,423.53,484.36,422.11,492.18,0
555142517,SMP,1,4.84,4.84,4.84,4.66,415.11,486.59,416.22,497.9,0
555162539,SMP,1,4.84,4.84,4.84,4.48,423.36,484.64,413.24,500.13,0
555182544,SMP,1,4.84,4.66,4.66,4.66,420.38,485.32,417.84,499.52,0
555202546,SMP,1,4.84,4.84,4.84,4.48,415.96,483.43,410.48,500.79,0
555222555,SMP,1,4.84,4.48,4.66,4.66,415.03,490.24,416.8,503.99,0
555242552,SMP,1,4.84,4.66,4.84,4.48,419.45,481.39,410.97,493.67,0
555262553,SMP,1,5.01,4.48,4.66,4.66,437.12,438.59,417.3,443.96,0
555282565,SMP,1,5.01,4.48,4.66,4.66,438.15,424.34,418.61,440.05,0
555302565,SMP,1,4.84,4.66,4.84,4.66,442.62,419.95,427.97,434.99,0
555322576,SMP,1,5.01,4.66,4.84,4.48,440.46,429.4,438.63,435.82,0
555342552,SMP,1,5.01,4.48,4.66,4.48,436.94,425.73,439.53,435.52,0
555362585,SMP,1,4.84,4.66,4.66,4.48,435.76,431.01,438.24,442.24,0
555382585,SMP,1,4.84,4.66,4.84,4.66,439.43,428.0,440.75,439.95,0
555402594,SMP,1,4.84,4.48,4.84,4.66,443.18,424.82,438.95,439.03,0
555422596,SMP,1,5.01,4.66,4.84,4.48,445.92,432.76,441.89,443.01,0
555442591,SMP,1,4.84,4.84,4.84,4.66,451.56,427.26,439.05,439.96,0
555462608,SMP,1,5.01,4.66,4.84,4.66,443.99,435.3,434.33,438.31,0
555482605,SMP,1,5.19,4.84,4.84,4.66,521.49,427.23,503.71,429.07,0
555502615,SMP,1,5.19,4.48,4.84,4.84,532.79,413.15,536.02,441.87,0
555522620,SMP,1,5.19,4.84,5.01,4.84,536.12,422.17,532.51,436.09,0
555542625,SMP,1,5.19,4.84,5.01,4.84,532.22,425.36,529.74,435.57,0
555562626,SMP,1,5.19,4.84,4.84,4.84,527.65,415.13,519.26,440.19,0
555582632,SMP,1,5.19,4.84,5.19,4.84,530.71,411.59,519.22,436.59,0
555602635,SMP,1,5.37,4.84,5.19,5.01,530.91,413.82,517.87,434.56,0
555622635,SMP,1,5.37,5.01,5.19,5.19,528.98,411.47,517.27,436.96,0
555642641,SMP,1,5.37,4.84,5.19,5.01,537.3,418.03,519.64,432.16,0
555662649,SMP,1,5.19,4.84,5.01,5.19,524.73,407.39,525.75,433.42,0
555682653,SMP,1,5.37,5.01,5.19,5.01,522.14,412.68,519.16,439.52,0
555702657,SMP,1,5.55,5.19,5.19,5.19,527.57,423.01,522.29,439.06,0
555722654,SMP,1,5.37,5.01,5.19,5.01,514.95,428.82,519.35,427.38,0
555742713,SMP,1,5.37,5.01,5.19,5.19,529.04,425.49,526.31,426.61,0
555762666,SMP,1,5.55,5.19,5.19,5.19,509.69,423.43,503.33,444.81,0
555782676,SMP,1,5.55,5.19,5.37,5.37,449.18,429.37,461.94,429.88,0
555802673,SMP,1,5.55,5.19,5.37,5.19,453.14,419.52,467.33,430.48,0
555822685,SMP,1,5.37,5.19,5.37,5.19,446.65,431.36,465.83,437.27,0
555842686,SMP,1,5.37,5.19,5.37,5.37,452.64,429.92,466.47,443.34,0
555862695,SMP,1,5.55,5.19,5.55,5.37,453.54,421.73,462.3,434.55,0
555882700,SMP,1,5.73,5.37,5.55,5.37,454.81,426.05,466.14,439.89,0
555902701,SMP,1,5.55,5.55,5.55,5.19,452.77,424.01,455.78,436.13,0
555922707,SMP,1,5.73,5.19,5.55,5.37,455.88,423.05,451.63,439.51,0
555942706,SMP,1,5.55,5.19,5.55,5.55,456.04,426.15,450.18,446.13,0
555962735,SMP,1,5.73,5.55,5.55,5.55,456.74,428.21,447.77,447.22,0
555982715,SMP,1,5.73,5.55,5.55,5.55,460.76,426.82,458.16,450.12,0
556002726,SMP,1,5.73,5.55,5.73,5.55,445.84,415.53,447.88,450.79,0
556022732,SMP,1,5.73,5.55,5.73,5.73,415.45,420.76,415.06,443.04,0
556042724,SMP,1,5.73,5.55,5.73,5.55,422.11,426.22,415.62,439.63,0
556062737,SMP,1,5.91,5.55,5.73,5.91,421.46,424.45,418.38,448.63,0
556082742,SMP,1,5.91,5.73,5.73,5.73,413.4,426.02,424.22,454.78,0
556102748,SMP,1,5.91,5.73,5.73,5.73,415.58,420.55,436.97,448.79,0
556122746,SMP,1,5.91,5.73,5.91,5.73,420.88,424.81,437.56,458.0,0
556142748,SMP,1,5.91,5.73,5.73,5.91,417.61,423.1,437.76,462.11,0
556162743,SMP,1,5.91,5.73,5.73,5.91,419.16,422.77,435.79,454.38,0
556182754,SMP,1,5.91,5.73,5.73,5.73,417.2,435.21,435.65,460.27,0
556202754,SMP,1,5.91,5.73,5.91,5.91,422.75,430.33,440.21,457.25,0
556222769,SMP,1,5.91,5.73,5.91,5.91,418.19,434.42,433.32,461.39,0
556242787,SMP,1,5.91,5.73,5.91,5.91,418.81,435.2,434.33,458.27,0
556262778,SMP,1,6.09,5.91,5.91,5.91,516.87,432.21,533.54,456.96,0
556282786,SMP,1,6.27,5.91,5.91,6.09,557.95,436.92,565.29,450.34,0
556302780,SMP,1,6.27,5.91,5.91,5.91,549.71,448.26,569.03,444.79,0
556322821,SMP,1,6.27,6.09,6.09,5.91,553.31,448.73,563.78,446.43,0
556342794,SMP,1,6.09,5.91,6.09,5.91,549.28,449.35,559.72,444.89,0
556362804,SMP,1,6.27,6.09,5.91,5.91,552.52,461.5,555.66,447.17,0
556382807,SMP,1,6.27,5.91,6.09,6.09,559.35,456.25,553.46,445.96,0
556402808,SMP,1,6.27,6.09,6.09,6.09,550.75,459.84,552.68,456.24,0
556422819,SMP,1,6.27,6.09,5.91,6.27,549.83,455.67,546.93,461.32,0
556442796,SMP,1,6.27,6.09,5.91,5.91,544.78,450.65,551.53,461.75,0
556462832,SMP,1,6.27,6.09,5.91,5.91,551.53,455.15,551.65,466.4,0
556482829,SMP,1,6.27,6.09,5.91,6.09,549.24,461.35,552.74,456.7,0
556502827,SMP,1,6.27,6.09,6.09,6.27,552.93,457.19,552.12,467.73,0
556522837,SMP,1,6.27,6.09,6.27,6.27,550.18,459.1,546.72,452.36,0
556542817,SMP,1,6.27,6.09,6.09,6.09,552.7,450.31,547.89,454.65,0
556562860,SMP,1,6.27,6.09,6.09,6.27,541.17,453.65,547.54,460.87,0
556582825,SMP,1,6.27,6.09,6.09,6.09,497.81,446.89,505.05,455.77,0
556602858,SMP,1,6.27,6.09,6.09,6.27,489.87,444.68,506.46,452.6,0
556622859,SMP,1,6.27,6.09,6.09,6.09,499.54,443.56,503.1,451.46,0
556642854,SMP,1,6.27,6.09,6.09,6.27,502.65,449.13,509.05,457.11,0
556662868,SMP,1,6.27,6.09,6.09,6.27,507.12,443.0,511.94,448.96,0
556682869,SMP,1,6.27,6.09,6.27,6.27,505.77,433.16,512.05,457.77,0
556702867,SMP,1,6.27,6.09,6.27,6.27,512.01,435.67,512.65,452.03,0
556722870,SMP,1,6.45,6.09,6.09,6.45,505.25,450.67,512.21,465.96,0
556742885,SMP,1,6.27,6.45,6.27,6.27,505.64,453.94,510.81,471.36,0
556762886,SMP,1,6.27,5.91,6.45,6.09,507.95,457.19,506.02,459.92,0
556782908,SMP,1,6.27,6.27,6.27,6.45,510.62,458.68,513.17,451.49,0
556802898,SMP,1,6.27,6.09,6.27,6.27,500.4,450.47,508.31,440.05,0
556822900,SMP,1,6.27,6.27,6.27,6.27,495.58,454.19,498.04,446.81,0
556842908,SMP,1,6.45,6.27,6.27,6.27,498.37,445.62,493.39,448.61,0
556862890,SMP,1,6.45,6.27,6.27,6.27,493.26,449.35,495.43,443.57,0
556882919,SMP,1,6.27,6.27,6.27,6.27,477.34,442.21,481.43,457.0,0
556902940,SMP,1,6.45,6.27,6.27,6.45,469.22,449.73,482.5,451.93,0
556922929,SMP,1,6.45,6.09,6.27,6.27,474.62,445.05,481.75,460.76,0
556942928,SMP,1,6.45,6.09,6.45,6.27,476.72,445.46,485.94,461.58,0
556962928,SMP,1,6.45,6.27,6.27,6.45,474.8,461.95,486.21,461.41,0
556982987,SMP,1,6.27,6.27,6.27,6.45,470.42,452.52,479.84,459.59,0
557002932,SMP,1,6.45,6.27,6.45,6.45,470.48,455.66,481.66,457.53,0
557022958,SMP,1,6.27,6.27,6.45,6.45,467.54,458.19,482.31,459.33,0
557042949,SMP,1,6.27,6.27,6.45,6.45,468.27,454.4,474.91,451.59,0
557062958,SMP,1,6.45,6.45,6.45,6.45,471.6,459.64,474.76,452.02,0
557082970,SMP,1,6.63,6.27,6.45,6.27,466.76,451.21,467.27,453.38,0
557102960,SMP,1,6.27,6.45,6.63,6.45,470.99,452.33,465.55,459.25,0
557122968,SMP,1,6.63,6.27,6.45,6.45,469.24,456.58,471.28,455.15,0
557142968,SMP,1,6.63,6.27,6.45,6.45,467.71,452.82,470.32,450.4,0
557162978,SMP,1,6.63,6.27,6.45,6.45,469.85,451.45,472.26,459.38,0
557182978,SMP,1,6.45,6.45,6.45,6.45,464.69,453.56,474.06,456.41,0
557202989,SMP,1,6.45,6.27,6.45,6.45,462.02,454.98,474.09,466.77,0
557222989,SMP,1,6.63,6.45,6.45,6.45,464.97,448.83,472.14,469.9,0
557242995,SMP,1,6.63,6.45,6.45,6.45,468.19,444.84,479.81,471.22,0
557263000,SMP,1,6.63,6.45,6.45,6.45,439.95,463.19,455.16,472.68,0
557282974,SMP,1,6.63,6.27,6.63,6.45,431.58,450.55,435.83,465.35,0
557303009,SMP,1,6.63,6.45,6.63,6.45,433.87,454.63,438.45,460.22,0
557323014,SMP,1,6.45,6.45,6.45,6.45,432.88,455.92,440.21,474.84,0
557343021,SMP,1,6.45,6.45,6.63,6.45,435.08,453.03,439.02,465.77,0
557363024,SMP,1,6.45,6.63,6.63,6.45,428.05,457.77,438.38,471.69,0
557383029,SMP,1,6.45,6.45,6.63,6.45,429.46,449.89,439.96,468.23,0
557403026,SMP,1,6.45,6.45,6.63,6.45,433.48,457.68,441.45,465.18,0
557423012,SMP,1,6.45,6.63,6.63,6.45,419.97,453.1,426.3,471.51,0
557443040,SMP,1,6.45,6.45,6.63,6.45,431.41,451.08,425.77,462.12,0
557463040,SMP,1,6.45,6.45,6.63,6.45,420.39,460.29,430.82,471.2,0
557483041,SMP,1,6.45,6.45,6.63,6.45,421.04,454.34,428.95,471.55,0
557503050,SMP,1,6.45,6.45,6.63,6.45,432.25,454.99,423.92,463.65,0
557523039,SMP,1,6.45,6.45,6.63,6.45,431.9,449.86,433.02,470.83,0
557543057,SMP,1,6.45,6.45,6.81,6.63,427.57,460.1,434.34,469.07,0
557563109,SMP,1,6.63,6.27,6.63,6.45,431.79,459.17,441.43,471.55,0
557583077,SMP,1,6.63,6.45,6.63,6.45,488.68,465.43,493.8,454.51,0
557603078,SMP,1,6.81,6.63,6.45,6.45,488.64,454.31,498.24,465.87,0
557623081,SMP,1,6.63,6.45,6.63,6.63,487.0,463.35,491.38,452.5,0
557643070,SMP,1,6.63,6.45,6.63,6.63,483.11,459.56,496.92,461.27,0
557663090,SMP,1,6.63,6.45,6.63,6.45,479.6,461.39,501.48,457.89,0
557683090,SMP,1,6.63,6.45,6.63,6.45,484.25,463.8,501.82,458.37,0
557703101,SMP,1,6.45,6.45,6.63,6.45,480.51,471.94,493.65,460.1,0
557723102,SMP,1,6.63,6.63,6.63,6.63,477.59,469.57,495.0,459.73,0
557743100,SMP,1,6.63,6.45,6.81,6.45,484.32,463.53,495.72,462.0,0
557763112,SMP,1,6.63,6.63,6.63,6.45,483.99,461.65,488.73,463.15,0
557783110,SMP,1,6.63,6.45,6.45,6.63,565.7,467.06,596.39,459.3,0
557803123,SMP,1,6.63,6.63,6.45,6.63,563.76,463.48,582.41,451.74,0
557823122,SMP,1,6.63,6.45,6.45,6.63,569.62,463.71,584.29,456.4,0
557843128,SMP,1,6.81,6.63,6.45,6.45,576.2,452.84,579.63,457.23,0
557863132,SMP,1,6.81,6.45,6.45,6.63,573.27,453.15,582.22,459.45,0
557883133,SMP,1,6.81,6.45,6.45,6.63,562.86,459.72,581.9,452.78,0
557903142,SMP,1,6.81,6.45,6.45,6.63,567.73,457.03,584.56,453.93,0
557923144,SMP,1,6.81,6.45,6.63,6.63,563.73,462.16,584.97,462.69,0
557943150,SMP,1,6.81,6.45,6.45,6.63,561.33,463.43,580.58,461.11,0
557963151,SMP,1,6.63,6.63,6.45,6.45,564.62,464.54,584.91,458.26,0
557983158,SMP,1,6.63,6.45,6.81,6.63,557.54,469.06,576.81,479.14,0
558003162,SMP,1,6.99,6.45,6.81,6.63,557.31,463.29,573.99,461.05,0
558023161,SMP,1,6.63,6.45,6.81,6.63,558.41,464.56,575.16,466.89,0
558043173,SMP,1,6.81,6.45,6.63,6.45,556.18,476.62,572.75,458.87,0
558063175,SMP,1,6.63,6.45,6.63,6.63,554.89,466.7,575.35,461.79,0
558083181,SMP,1,6.81,6.45,6.81,6.45,526.35,428.38,536.36,431.16,0
558103182,SMP,1,6.81,6.45,6.81,6.45,515.42,425.3,528.67,416.92,0
558123192,SMP,1,6.81,6.63,6.63,6.45,506.43,419.92,538.18,414.17,0
558143188,SMP,1,6.81,6.27,6.63,6.45,515.54,419.81,535.37,421.59,0
558163201,SMP,1,6.81,6.63,6.81,6.45,515.38,422.32,529.29,418.35,0
558183202,SMP,1,6.81,6.45,6.63,6.63,525.8,420.16,526.64,425.18,0
558203193,SMP,1,6.63,6.63,6.45,6.63,518.14,419.75,518.04,423.33,0
558223243,SMP,1,6.81,6.27,6.63,6.45,511.04,419.48,521.05,419.46,0
558243214,SMP,1,6.63,6.63,6.81,6.45,521.18,419.81,520.02,421.12,0
558263226,SMP,1,6.63,6.45,6.81,6.63,517.35,426.71,515.25,413.66,0
558283225,SMP,1,6.81,6.63,6.81,6.45,512.76,415.8,517.55,422.32,0
558303292,SMP,1,6.81,6.45,6.81,6.45,519.69,417.16,525.88,421.33,0
558323234,SMP,1,6.63,6.63,6.63,6.63,521.21,419.06,529.56,415.74,0
558343233,SMP,1,6.81,6.63,6.63,6.63,515.78,422.81,531.19,419.93,0
558363250,SMP,1,6.81,6.45,6.81,6.63,519.8,421.17,533.25,408.54,0
558383245,SMP,1,6.81,6.45,6.63,6.63,471.5,432.45,488.78,452.57,0
558403252,SMP,1,6.81,6.45,6.81,6.63,445.81,462.0,476.87,486.53,0
558423252,SMP,1,6.63,6.63,6.63,6.63,450.62,462.94,465.75,481.18,0
558443260,SMP,1,6.81,6.45,6.63,6.45,451.64,466.5,467.39,476.84,0
558463262,SMP,1,6.81,6.45,6.81,6.63,442.81,460.63,462.78,482.85,0
558483241,SMP,1,6.63,6.63,6.63,6.63,444.07,459.32,455.22,468.09,0
558503274,SMP,1,6.81,6.63,6.81,6.81,447.46,462.59,450.8,480.27,0
558523273,SMP,1,6.63,6.45,6.81,6.63,453.88,455.73,456.94,477.17,0
558543285,SMP,1,6.81,6.45,6.63,6.63,449.96,466.44,449.56,481.12,0
558563284,SMP,1,6.81,6.45,6.99,6.45,442.21,463.06,456.57,477.48,0
558583295,SMP,1,6.81,6.63,6.63,6.63,448.79,462.3,457.18,483.02,0
558603296,SMP,1,6.81,6.45,6.63,6.63,443.52,469.08,461.09,475.15,0
558623305,SMP,1,6.81,6.45,6.63,6.63,445.4,467.76,465.72,480.92,0
558643309,SMP,1,6.81,6.81,6.63,6.63,444.29,459.7,467.99,478.7,0
558663304,SMP,1,6.81,6.63,6.63,6.63,444.46,460.99,463.35,474.58,0
558683315,SMP,1,6.81,6.63,6.99,6.63,442.51,460.99,460.5,468.88,0
558703317,SMP,1,6.99,6.81,6.99,6.63,439.82,459.13,450.32,479.25,0
558723326,SMP,1,6.81,6.63,6.81,6.63,439.79,462.7,457.37,473.26,0
558743319,SMP,1,6.81,6.63,6.99,6.81,442.22,462.09,454.81,472.21,0
558763333,SMP,1,6.81,6.45,6.81,6.63,434.81,457.31,457.57,476.99,0
558783321,SMP,1,6.63,6.81,6.81,6.63,444.76,459.72,459.91,471.61,0
558803354,SMP,1,6.81,6.45,6.81,6.63,433.47,458.05,464.34,475.02,0
558823344,SMP,1,6.81,6.81,6.81,6.63,447.11,461.91,467.64,475.29,0
558843349,SMP,1,6.81,6.45,6.81,6.63,442.83,462.34,466.0,471.32,0
558863354,SMP,1,6.81,6.45,6.81,6.63,450.21,460.29,464.25,469.14,0
558883397,SMP,1,6.81,6.45,6.81,6.63,438.64,464.65,473.9,466.37,0
558903365,SMP,1,6.81,6.81,6.81,6.63,441.03,462.88,464.02,473.65,0
558923374,SMP,1,6.81,6.63,6.81,6.63,474.69,434.8,502.42,410.01,0
558943362,SMP,1,6.99,6.63,6.81,6.63,498.5,404.26,508.16,398.19,0
558963376,SMP,1,6.81,6.63,6.81,6.63,490.66,402.38,510.0,399.34,0
558983373,SMP,1,6.81,6.45,6.81,6.63,498.95,405.28,512.92,398.43,0
559003383,SMP,1,6.99,6.81,6.81,6.81,484.13,411.68,516.52,401.94,0
559023387,SMP,1,6.99,6.45,6.81,6.63,483.16,407.9,518.83,392.29,0
559043392,SMP,1,6.99,6.81,6.99,6.63,486.49,415.89,518.46,399.16,0
559063405,SMP,1,6.99,6.63,6.81,6.63,485.13,413.43,514.48,401.67,0
559083407,SMP,1,6.99,6.81,6.99,6.81,481.9,411.39,512.68,397.42,0
559103404,SMP,1,6.99,6.45,6.99,6.63,483.79,403.59,508.93,393.21,0
559123404,SMP,1,6.99,6.81,6.99,6.81,483.57,404.48,511.41,395.02,0
559143414,SMP,1,6.99,6.81,6.99,6.81,485.01,410.31,508.02,395.86,0
559163413,SMP,1,6.99,6.63,6.99,6.81,487.59,408.52,513.08,405.21,0
559183424,SMP,1,6.99,6.63,7.16,6.81,483.01,406.1,513.38,402.18,0
559203426,SMP,1,6.99,6.81,6.99,6.99,486.5,410.92,515.01,403.84,0
559223435,SMP,1,6.99,6.63,6.99,6.99,495.3,406.65,519.11,411.95,0
559243437,SMP,1,6.99,6.81,7.16,6.81,495.42,408.78,521.25,408.78,0
559263437,SMP,1,6.99,6.81,6.99,6.81,491.69,411.52,529.38,419.59,0
559283445,SMP,1,6.99,6.63,6.99,6.81,493.31,412.07,520.34,415.01,0
559303440,SMP,1,6.99,6.81,6.99,6.99,494.61,418.64,523.64,409.08,0
559323458,SMP,1,6.99,6.81,7.16,6.99,495.85,405.1,528.37,411.25,0
559343451,SMP,1,6.99,6.63,6.99,6.99,493.61,407.01,527.1,406.06,0
559363465,SMP,1,7.16,6.81,7.16,6.99,492.79,410.5,529.37,407.28,0
559383470,SMP,1,6.99,6.81,7.16,6.81,497.68,416.61,529.3,401.34,0
559403465,SMP,1,7.16,6.81,7.16,6.99,495.85,408.99,525.15,412.71,0
559423477,SMP,1,7.16,6.81,7.16,6.99,495.54,412.45,525.92,414.13,0
559443477,SMP,1,7.16,6.81,7.16,6.99,498.55,410.43,520.72,409.43,0
559463515,SMP,1,7.16,6.81,7.16,7.16,492.82,415.29,527.37,411.16,0
559483487,SMP,1,6.99,6.81,7.16,6.99,495.59,412.66,525.84,408.26,0
559503498,SMP,1,7.16,6.99,7.16,6.81,490.79,415.4,526.44,421.14,0
559523508,SMP,1,7.16,6.81,7.16,7.16,499.06,416.3,528.57,414.54,0
559543502,SMP,1,7.16,6.81,7.16,7.16,497.02,415.19,533.29,412.17,0
559563513,SMP,1,7.16,6.99,7.16,7.16,496.28,414.19,536.22,415.06,0
559583516,SMP,1,7.16,6.99,7.16,7.16,500.51,418.8,529.67,412.91,0
559603516,SMP,1,7.16,6.81,7.16,7.16,500.44,419.92,530.02,409.05,0
559623515,SMP,1,7.34,6.99,7.16,7.16,502.47,413.77,533.66,420.84,0
559643528,SMP,1,7.16,6.99,7.16,7.16,502.79,422.91,530.06,416.68,0
559663525,SMP,1,7.34,6.99,7.16,6.99,506.89,417.52,528.47,419.76,0
559683536,SMP,1,7.16,6.99,7.34,6.99,499.87,407.11,536.62,419.83,0
559703529,SMP,1,6.99,6.99,7.16,7.16,502.69,407.34,531.25,430.15,0
559723535,SMP,1,7.16,6.99,7.16,7.34,493.89,417.27,526.78,424.44,0
559743549,SMP,1,7.16,6.99,7.34,6.99,505.25,418.23,522.2,421.88,0
559763549,SMP,1,7.16,7.16,7.34,7.16,492.23,409.29,522.84,420.65,0
559783544,SMP,1,7.16,6.99,7.16,6.99,498.31,421.26,527.71,419.36,0
559803555,SMP,1,7.16,7.16,7.16,7.34,498.06,414.6,523.78,427.33,0
559823567,SMP,1,7.16,6.99,7.16,7.16,499.64,413.8,531.75,427.65,0
559843568,SMP,1,7.16,7.16,7.34,7.16,498.17,417.77,533.78,419.66,0
559863566,SMP,1,7.16,6.99,7.34,7.34,505.79,411.06,536.14,421.87,0
559883578,SMP,1,7.16,6.99,7.34,7.34,508.68,414.71,528.38,419.38,0
559903578,SMP,1,7.34,7.16,7.34,7.16,503.78,409.85,519.1,424.62,0
559923586,SMP,1,7.34,6.99,7.34,7.34,499.83,416.91,523.99,418.62,0
559943585,SMP,1,7.34,7.16,7.34,7.16,502.56,416.22,523.13,426.28,0
559963601,SMP,1,7.34,7.16,7.34,7.34,502.34,418.05,529.52,419.37,0
559983598,SMP,1,7.34,6.99,7.34,7.34,501.42,421.44,532.35,409.08,0
560003606,SMP,1,7.34,6.99,7.34,7.34,497.09,414.12,527.42,413.6,0
560023609,SMP,1,7.16,6.99,7.34,7.16,499.96,420.14,526.07,419.63,0
560043606,SMP,1,7.16,7.16,7.34,7.34,500.51,423.15,521.84,417.06,0
560063616,SMP,1,7.34,6.99,7.34,7.34,505.12,426.16,519.77,418.33,0
560083618,SMP,1,7.16,7.16,7.34,7.16,495.83,416.27,520.85,423.88,0
560103627,SMP,1,7.34,6.99,7.34,7.34,503.13,421.5,524.8,421.59,0
560123678,SMP,1,7.34,7.16,7.52,7.34,511.63,416.77,526.85,411.58,0
560143652,SMP,1,7.34,7.16,7.34,7.16,511.25,414.34,525.64,417.29,0
560163645,SMP,1,7.34,7.16,7.34,7.16,515.86,415.42,531.19,415.1,0
560183637,SMP,1,7.34,6.99,7.34,7.34,509.14,427.03,527.77,414.21,0
560203718,SMP,1,7.34,6.99,7.34,7.34,506.23,421.57,522.01,416.53,0
560223648,SMP,1,7.34,6.99,7.34,7.34,505.21,418.58,525.48,428.29,0
560243653,SMP,1,7.34,7.16,7.34,7.52,504.64,415.25,524.21,422.41,0
560263667,SMP,1,7.34,7.34,7.34,7.34,509.08,423.45,519.57,421.45,0
560283668,SMP,1,7.34,7.16,7.34,7.34,505.51,417.09,521.84,419.29,0
560303672,SMP,1,7.34,7.16,7.34,7.34,509.23,426.0,524.28,420.96,0
560323671,SMP,1,7.34,7.16,7.52,7.34,504.96,416.46,532.62,426.34,0
560343677,SMP,1,7.34,7.16,7.34,7.34,505.75,422.05,536.01,423.17,0
560363683,SMP,1,7.34,7.16,7.52,7.34,502.07,417.99,528.27,420.73,0
560383692,SMP,1,7.34,7.16,7.52,7.52,508.6,426.42,531.83,420.03,0
560403688,SMP,1,7.34,7.16,7.52,7.34,510.91,413.48,532.97,421.05,0
560423700,SMP,1,7.34,6.99,7.34,7.34,511.06,416.15,529.83,428.21,0
560443699,SMP,1,7.34,7.16,7.52,7.34,503.34,408.8,525.15,431.4,0
560463710,SMP,1,7.34,7.34,7.52,7.34,510.85,414.48,525.21,423.75,0
560483712,SMP,1,7.34,7.16,7.34,7.34,513.7,420.73,525.68,429.73,0
560503706,SMP,1,7.34,7.16,7.52,7.34,512.76,421.68,523.59,429.08,0
560523721,SMP,1,7.34,7.16,7.34,7.34,505.64,420.57,520.71,426.81,0
560543720,SMP,1,7.34,7.16,7.52,7.34,510.24,413.75,519.83,432.82,0
560563730,SMP,1,7.34,7.16,7.34,7.34,506.94,417.35,522.33,426.81,0
