Time,Type,Trial,L Dia [mm],L Area [mm],R Dia [mm],R Area [mm],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Trigger
554874474,SMP,1,4.48,5.01,4.84,4.84,105.62,653.58,71.24,643.8,0
554876474,SMP,1,4.66,4.84,4.84,4.84,100.99,653.97,70.71,643.14,0
554878476,SMP,1,4.66,5.01,4.84,4.84,112.96,660.34,79.29,642.99,0
554880473,SMP,1,4.48,4.84,4.84,4.66,100.98,643.05,72.16,646.97,0
554882471,SMP,1,4.48,4.84,4.84,4.84,98.11,648.13,73.99,640.63,0
554884477,SMP,1,4.48,5.01,4.84,4.48,102.86,653.33,69.0,641.78,0
554886477,SMP,1,4.48,4.84,4.84,4.66,98.65,639.95,75.17,645.05,0
554888475,SMP,1,4.48,4.84,4.84,4.48,104.37,652.97,73.03,648.47,0
554890451,SMP,1,4.48,4.84,4.84,4.84,107.18,653.03,71.5,644.58,0
554892466,SMP,1,4.48,4.84,4.84,4.66,106.37,650.35,80.62,644.29,0
554894451,SMP,1,4.66,4.84,4.84,4.66,110.01,644.39,74.32,642.46,0
554896501,SMP,1,4.48,5.01,4.84,4.66,103.04,649.6,79.98,645.81,0
554898482,SMP,1,4.48,4.84,4.84,4.84,105.4,655.63,77.91,643.58,0
554900482,SMP,1,4.48,4.84,4.84,4.84,107.1,647.22,83.22,645.69,0
554902483,SMP,1,4.48,4.84,4.84,4.48,102.6,656.31,81.54,647.12,0
554904483,SMP,1,4.48,4.84,4.84,4.84,97.55,653.63,79.16,648.77,0
554906482,SMP,1,4.48,4.84,4.84,4.48,107.95,651.03,83.88,652.56,0
554908466,SMP,1,4.66,4.84,4.84,4.66,106.13,654.61,83.37,651.36,0
554910497,SMP,1,4.66,5.01,4.84,4.84,112.1,652.0,82.15,644.69,0
554912486,SMP,1,4.48,4.84,4.84,4.66,98.27,654.92,88.59,649.56,0
554914484,SMP,1,4.48,4.84,4.84,4.84,100.93,657.78,84.49,651.93,0
554916538,SMP,1,4.66,4.84,5.01,4.66,103.7,642.86,81.65,649.33,0
554918492,SMP,1,4.66,5.01,4.84,4.66,103.91,643.9,88.97,647.18,0
554920501,SMP,1,4.66,4.84,4.66,4.66,93.84,649.47,86.82,650.42,0
554922483,SMP,1,4.48,4.84,4.84,4.84,96.7,645.15,82.45,646.98,0
554924485,SMP,1,4.48,4.84,4.84,4.84,94.28,649.69,95.87,660.58,0
554926489,SMP,1,4.48,4.84,4.84,4.84,110.05,661.39,87.7,648.38,0
554928487,SMP,1,4.48,4.84,4.66,4.66,99.41,644.45,85.11,652.25,0
554930487,SMP,1,4.66,5.01,4.84,5.01,104.88,651.41,87.84,648.3,0
554932483,SMP,1,4.48,4.84,4.66,4.84,97.33,650.7,90.41,657.89,0
554934483,SMP,1,4.48,4.66,4.84,4.84,104.96,649.66,94.33,656.4,0
554936485,SMP,1,4.48,5.01,4.84,4.84,96.13,644.3,93.25,661.98,0
554938483,SMP,1,4.48,5.01,4.84,4.66,94.15,652.27,89.3,659.22,0
554940481,SMP,1,4.48,5.01,4.84,4.66,105.64,651.24,96.2,660.26,0
554942494,SMP,1,4.48,4.84,4.84,4.84,98.8,658.24,86.15,650.7,0
554944492,SMP,1,4.48,5.01,4.84,4.84,92.31,654.29,98.68,660.99,0
554946493,SMP,1,4.48,4.84,4.84,4.84,98.81,653.02,93.92,657.62,0
554948494,SMP,1,4.48,5.01,4.66,4.66,93.04,646.69,87.64,658.41,0
554950495,SMP,1,4.48,4.66,4.66,4.84,98.4,655.76,92.06,655.36,0
554952493,SMP,1,4.66,5.01,5.01,4.66,101.72,654.47,89.11,660.91,0
554954485,SMP,1,4.48,4.84,4.84,4.66,95.82,657.71,90.93,658.15,0
554956486,SMP,1,4.48,4.84,4.84,4.84,98.1,663.06,93.56,665.62,0
554958473,SMP,1,4.48,4.66,4.66,4.66,93.7,652.91,88.66,667.09,0
554960514,SMP,1,4.48,4.84,4.66,4.66,99.98,652.56,90.21,658.19,0
554962497,SMP,1,4.48,4.84,4.66,4.84,97.85,656.48,95.21,670.35,0
554964498,SMP,1,4.48,5.01,4.66,4.84,94.02,647.84,94.86,661.65,0
554966494,SMP,1,4.48,5.19,4.84,4.66,95.74,652.04,84.37,660.44,0
554968496,SMP,1,4.48,4.84,4.66,4.84,105.4,654.27,84.82,661.42,0
554970491,SMP,1,4.66,5.01,4.84,4.84,102.84,651.07,81.95,655.53,0
554972497,SMP,1,4.66,4.66,4.84,4.84,99.05,658.39,83.37,653.62,0
554974491,SMP,1,4.48,5.01,4.66,4.66,93.71,644.96,86.87,654.66,0
554976498,SMP,1,4.66,4.84,4.84,4.66,98.81,659.76,84.7,660.82,0
554978495,SMP,1,4.48,4.66,4.84,4.66,100.91,659.13,86.77,654.95,0
554980497,SMP,1,4.48,4.84,4.84,4.48,100.93,652.87,88.48,658.27,0
554982495,SMP,1,4.48,4.84,4.66,4.66,97.27,654.24,99.14,653.92,0
554984493,SMP,1,4.48,4.66,4.84,4.66,90.03,654.07,91.74,656.0,0
554986494,SMP,1,4.48,4.66,4.66,4.84,94.97,647.8,91.45,658.42,0
554988504,SMP,1,4.48,5.01,4.84,4.84,100.13,646.51,92.69,655.2,0
554990506,SMP,1,4.48,5.01,4.84,4.66,103.33,649.53,95.32,658.2,0
554992502,SMP,1,4.48,5.01,4.84,4.84,101.25,647.7,95.16,652.03,0
554994502,SMP,1,4.48,4.66,4.84,4.66,100.07,648.38,88.54,660.89,0
554996505,SMP,1,4.48,5.01,4.84,4.84,97.43,655.52,92.63,659.56,0
554998512,SMP,1,4.48,5.01,4.66,4.84,94.1,651.39,85.94,656.47,0
555000547,SMP,1,4.48,5.01,4.66,4.66,106.4,651.11,88.78,659.62,0
555002507,SMP,1,4.48,5.01,4.66,4.66,96.35,648.01,85.17,663.18,0
555004505,SMP,1,4.48,5.01,4.66,4.84,102.66,658.33,91.44,661.06,0
555006507,SMP,1,4.66,4.84,4.66,4.66,96.22,654.89,83.26,650.5,0
555008490,SMP,1,4.48,5.01,4.84,4.84,101.39,658.06,85.74,656.07,0
555010496,SMP,1,4.48,5.01,4.84,4.66,98.46,657.98,88.01,663.28,0
555012506,SMP,1,4.48,5.01,4.66,4.66,97.15,645.26,85.19,664.63,0
555014493,SMP,1,4.48,5.01,4.84,4.84,104.16,649.38,88.07,664.41,0
555016495,SMP,1,4.48,4.84,4.66,4.84,100.09,651.14,82.31,658.93,0
555018516,SMP,1,4.48,4.84,4.66,4.66,94.4,647.81,84.44,657.13,0
555020506,SMP,1,4.48,4.84,4.66,4.66,89.11,648.81,80.83,656.87,0
555022504,SMP,1,4.48,5.01,4.66,4.84,96.69,648.29,86.7,659.89,0
555024507,SMP,1,4.48,5.01,4.84,4.66,102.1,655.09,85.33,657.25,0
555026505,SMP,1,4.48,5.01,5.01,4.84,92.37,643.83,85.33,656.56,0
555028505,SMP,1,4.48,5.01,4.66,4.84,99.95,651.05,80.92,649.85,0
555030503,SMP,1,4.48,4.84,4.66,4.84,88.5,647.62,76.12,646.05,0
555032506,SMP,1,4.48,5.01,4.84,4.84,97.82,645.89,65.39,644.85,0
555034500,SMP,1,4.66,4.84,4.66,4.66,101.12,646.88,66.04,649.25,0
555036492,SMP,1,4.66,4.84,4.66,4.66,103.8,638.18,88.5,666.33,0
555038528,SMP,1,4.48,4.84,4.84,4.66,105.96,631.45,108.38,639.16,0
555040519,SMP,1,4.48,4.84,4.84,4.66,126.82,632.05,104.87,621.44,0
555042516,SMP,1,4.66,5.01,4.84,4.66,158.77,604.6,139.81,626.45,0
555044515,SMP,1,4.66,4.84,4.84,4.66,164.81,613.58,150.94,610.34,0
555046514,SMP,1,4.66,4.66,4.84,4.66,188.6,596.09,184.4,600.61,0
555048515,SMP,1,4.66,4.84,4.84,4.66,207.09,576.3,207.22,580.03,0
555050514,SMP,1,4.66,4.84,4.84,4.84,237.05,574.61,225.87,571.93,0
555052516,SMP,1,4.66,4.66,4.84,4.66,254.39,566.87,248.77,551.18,0
555054514,SMP,1,4.66,4.66,4.84,4.84,270.23,560.86,289.85,548.37,0
555056516,SMP,1,4.84,4.84,4.66,4.66,311.42,545.99,308.97,539.73,0
555058502,SMP,1,4.84,4.66,4.66,4.66,323.96,541.4,334.08,525.5,0
555060512,SMP,1,4.84,4.84,4.84,4.66,357.81,524.03,359.96,509.72,0
555062516,SMP,1,4.84,4.66,4.84,4.48,359.06,515.53,370.13,502.19,0
555064512,SMP,1,5.01,4.66,4.84,4.48,388.55,489.5,396.78,491.91,0
555066515,SMP,1,4.84,4.84,4.84,4.66,402.75,501.96,426.1,489.53,0
555068515,SMP,1,4.84,4.66,4.84,4.66,413.71,489.99,418.47,477.92,0
555070515,SMP,1,4.84,4.84,4.84,4.66,427.34,485.51,420.16,472.84,0
555072515,SMP,1,4.84,4.84,4.66,4.66,433.29,485.98,409.86,471.69,0
555074515,SMP,1,5.01,4.84,4.66,4.66,438.69,483.54,404.59,476.66,0
555076513,SMP,1,5.01,4.66,4.84,4.66,435.68,485.23,410.03,479.36,0
555078513,SMP,1,5.01,4.84,4.66,4.66,430.36,490.98,400.85,481.79,0
555080511,SMP,1,4.84,4.66,4.84,4.66,435.55,488.9,403.13,475.62,0
555082538,SMP,1,5.01,4.84,4.84,4.66,436.19,487.4,399.72,489.71,0
555084573,SMP,1,5.01,4.66,4.84,4.84,435.13,485.71,407.53,486.67,0
555086523,SMP,1,5.01,4.66,4.66,4.66,434.83,489.6,405.53,492.69,0
555088524,SMP,1,5.01,4.66,4.66,4.66,431.16,487.72,408.52,488.43,0
555090526,SMP,1,4.84,4.66,4.66,4.66,434.74,481.46,409.02,492.23,0
555092521,SMP,1,4.84,4.48,4.66,4.66,429.73,483.72,408.35,495.49,0
555094525,SMP,1,4.84,4.48,4.66,4.66,429.97,480.93,409.26,490.99,0
555096524,SMP,1,4.84,4.48,4.66,4.66,426.28,486.5,411.43,489.36,0
555098525,SMP,1,4.84,4.66,4.84,4.66,429.3,495.25,415.33,489.54,0
555100523,SMP,1,4.84,4.66,4.66,4.48,434.43,489.37,419.74,494.43,0
555102521,SMP,1,4.84,4.48,4.66,4.66,424.84,478.3,416.08,490.76,0
555104527,SMP,1,4.84,4.66,4.84,4.84,432.5,489.13,420.4,500.82,0
555106527,SMP,1,4.84,4.66,4.66,4.66,421.02,481.3,410.95,500.09,0
555108510,SMP,1,4.84,4.66,4.84,4.66,423.45,481.05,416.23,504.54,0
555110528,SMP,1,4.84,4.66,4.84,4.66,428.82,484.77,420.23,500.59,0
555112526,SMP,1,4.84,4.84,4.84,4.84,421.36,487.8,415.12,495.91,0
555114525,SMP,1,4.84,4.84,4.84,4.66,424.82,477.49,418.85,500.8,0
555116527,SMP,1,4.84,4.66,4.84,4.48,426.81,481.72,421.71,495.81,0
555118524,SMP,1,4.84,4.66,4.84,4.66,419.06,491.68,418.51,489.81,0
555120521,SMP,1,4.84,4.66,4.84,4.66,416.85,482.2,417.04,493.02,0
555122524,SMP,1,5.01,4.66,4.84,4.48,423.53,484.36,422.11,492.18,0
555124533,SMP,1,4.84,4.66,4.84,4.48,413.95,487.34,421.98,494.75,0
555126536,SMP,1,4.84,4.66,4.84,4.66,419.03,490.81,413.99,500.17,0
555128534,SMP,1,4.84,4.84,4.84,4.66,411.66,481.87,424.63,493.74,0
555130534,SMP,1,4.84,4.48,4.84,4.48,418.21,483.65,420.87,502.22,0
555132537,SMP,1,4.84,4.66,4.84,4.66,415.48,482.73,420.11,498.02,0
555134536,SMP,1,4.84,4.66,4.84,4.48,417.28,493.56,417.82,494.09,0
555136536,SMP,1,4.84,4.66,4.84,4.66,417.84,493.02,423.51,502.83,0
555138536,SMP,1,4.84,4.66,4.84,4.66,421.26,487.25,420.66,498.85,0
555140521,SMP,1,4.84,4.84,4.66,4.48,409.3,493.84,422.12,489.88,0
555142517,SMP,1,4.84,4.84,4.84,4.66,415.11,486.59,416.22,497.9,0
555144559,SMP,1,4.84,4.66,4.84,4.48,415.98,490.3,418.21,497.74,0
555146535,SMP,1,4.84,4.48,4.66,4.48,412.74,491.33,413.7,503.03,0
555148535,SMP,1,4.84,4.48,4.66,4.66,417.34,484.79,419.16,496.66,0
555150531,SMP,1,4.84,4.66,4.66,4.48,415.86,492.14,415.21,500.2,0
555152536,SMP,1,4.84,4.84,4.84,4.48,414.82,478.73,416.83,499.71,0
555154532,SMP,1,4.84,4.66,4.84,4.66,416.22,478.55,415.57,492.12,0
555156534,SMP,1,4.84,4.66,4.84,4.48,419.96,493.33,418.24,491.07,0
555158511,SMP,1,4.84,4.66,4.84,4.48,405.54,487.3,419.69,501.83,0
555160543,SMP,1,4.84,4.66,4.66,4.66,418.14,485.67,413.12,500.92,0
555162539,SMP,1,4.84,4.84,4.84,4.48,423.36,484.64,413.24,500.13,0
555164596,SMP,1,4.84,4.66,4.66,4.66,419.75,484.04,411.73,496.55,0
555166541,SMP,1,4.84,4.66,4.66,4.66,418.14,478.71,419.72,499.4,0
555168554,SMP,1,4.84,4.66,4.66,4.84,417.24,489.43,417.47,498.58,0
555170535,SMP,1,4.84,4.66,4.84,4.48,418.25,491.3,415.2,498.76,0
555172527,SMP,1,4.84,4.48,4.66,4.48,420.58,489.0,409.03,496.79,0
555174538,SMP,1,4.84,4.84,4.66,4.66,418.75,487.25,415.35,496.23,0
555176555,SMP,1,4.66,4.84,4.66,4.48,412.74,487.5,413.76,484.35,0
555178542,SMP,1,4.84,4.66,4.66,4.84,408.9,488.45,419.93,505.41,0
555180543,SMP,1,4.84,4.66,4.66,4.48,417.12,493.7,419.21,497.0,0
555182544,SMP,1,4.84,4.66,4.66,4.66,420.38,485.32,417.84,499.52,0
555184545,SMP,1,4.84,4.84,4.66,4.66,419.49,488.29,412.92,495.2,0
555186544,SMP,1,4.84,4.48,4.66,4.48,416.29,490.69,417.18,500.36,0
555188544,SMP,1,4.84,4.66,4.84,4.48,425.07,487.69,421.42,496.52,0
555190546,SMP,1,5.01,4.84,4.84,4.48,412.82,485.26,412.95,492.04,0
555192545,SMP,1,4.84,4.66,4.66,4.48,418.52,479.7,411.87,492.99,0
555194544,SMP,1,4.84,4.66,4.66,4.66,412.66,489.36,411.37,499.47,0
555196548,SMP,1,4.84,4.66,4.66,4.48,416.43,485.23,412.0,495.76,0
555198540,SMP,1,4.84,4.84,4.84,4.66,420.37,479.42,415.05,489.48,0
555200546,SMP,1,4.84,4.84,4.66,4.48,418.68,482.83,404.94,500.5,0
555202546,SMP,1,4.84,4.84,4.84,4.48,415.96,483.43,410.48,500.79,0
555204522,SMP,1,4.84,4.66,4.66,4.48,420.25,481.95,410.26,487.38,0
555206552,SMP,1,4.84,4.48,4.66,4.66,415.22,484.4,418.3,495.75,0
555208556,SMP,1,4.84,4.84,4.84,4.66,417.69,477.93,422.63,499.78,0
555210560,SMP,1,5.01,4.84,4.84,4.66,428.05,481.99,414.45,496.85,0
555212546,SMP,1,4.84,4.48,4.66,4.66,420.55,486.63,418.22,499.13,0
555214543,SMP,1,4.66,4.48,4.66,4.66,424.0,486.38,414.76,497.79,0
555216546,SMP,1,4.84,4.66,4.66,4.48,423.73,480.37,411.83,497.39,0
555218554,SMP,1,4.84,4.48,4.66,4.48,416.41,477.66,410.42,491.79,0
555220553,SMP,1,4.84,4.48,4.66,4.48,422.41,479.76,413.72,491.35,0
555222555,SMP,1,4.84,4.48,4.66,4.66,415.03,490.24,416.8,503.99,0
555224554,SMP,1,4.84,4.48,4.66,4.48,415.2,479.93,416.11,498.98,0
555226552,SMP,1,4.84,4.66,4.66,4.48,420.6,477.96,414.08,501.41,0
555228556,SMP,1,4.84,4.66,4.66,4.66,413.35,477.56,419.17,502.57,0
555230557,SMP,1,5.01,4.84,4.84,4.48,423.03,480.54,413.01,490.72,0
555232555,SMP,1,4.84,4.66,4.66,4.66,419.57,474.58,413.67,496.22,0
555234554,SMP,1,4.84,4.84,4.66,4.48,416.32,488.59,414.26,499.86,0
555236555,SMP,1,4.84,4.66,4.84,4.48,420.28,484.11,414.06,490.8,0
555238554,SMP,1,4.84,4.66,4.66,4.48,414.74,486.74,409.37,497.4,0
555240555,SMP,1,5.01,4.84,4.66,4.48,418.62,486.32,414.02,501.87,0
555242552,SMP,1,4.84,4.66,4.84,4.48,419.45,481.39,410.97,493.67,0
555244552,SMP,1,4.84,4.84,4.66,4.48,422.12,482.95,413.67,500.78,0
555246562,SMP,1,5.01,4.84,4.66,4.48,431.78,471.55,412.1,496.43,0
555248645,SMP,1,4.66,4.66,4.66,4.66,429.98,472.08,407.82,485.16,0
555250561,SMP,1,4.84,4.66,4.66,4.66,437.02,465.09,421.49,466.39,0
555252565,SMP,1,4.84,4.84,4.66,4.48,443.59,464.01,425.68,468.47,0
555254554,SMP,1,4.84,4.48,4.66,4.48,439.04,454.15,426.16,452.02,0
555256554,SMP,1,4.84,4.48,4.66,4.48,444.97,443.69,418.92,450.93,0
555258532,SMP,1,4.84,4.48,4.66,4.66,443.5,447.23,422.47,440.8,0
555260563,SMP,1,4.84,4.48,4.66,4.66,442.27,436.34,420.95,439.32,0
555262553,SMP,1,5.01,4.48,4.66,4.66,437.12,438.59,417.3,443.96,0
555264551,SMP,1,4.84,4.66,4.66,4.66,435.76,426.96,415.99,434.83,0
555266548,SMP,1,5.01,4.66,4.66,4.66,442.74,424.92,417.24,443.57,0
555268567,SMP,1,4.84,4.66,4.66,4.48,444.12,423.22,424.57,436.78,0
555270568,SMP,1,4.84,4.66,4.66,4.3,441.91,424.85,418.87,438.41,0
555272566,SMP,1,5.01,4.48,4.66,4.66,438.6,424.69,424.35,438.04,0
555274562,SMP,1,5.01,4.48,4.66,4.48,442.9,423.61,418.25,440.47,0
555276564,SMP,1,4.66,4.66,4.66,4.48,447.23,422.29,416.24,431.24,0
555278563,SMP,1,5.01,4.66,4.66,4.66,440.0,431.04,414.72,433.54,0
555280564,SMP,1,4.84,4.66,4.66,4.66,442.8,418.77,415.67,432.68,0
555282565,SMP,1,5.01,4.48,4.66,4.66,438.15,424.34,418.61,440.05,0
555284564,SMP,1,4.84,4.66,4.66,4.66,440.63,421.11,414.9,433.02,0
555286565,SMP,1,4.84,4.48,4.84,4.66,440.29,424.71,416.15,433.99,0
555288571,SMP,1,4.84,4.66,4.84,4.66,442.44,425.47,414.5,433.66,0
555290566,SMP,1,4.84,4.66,4.66,4.48,443.75,424.95,416.41,435.31,0
555292564,SMP,1,4.84,4.66,4.66,4.66,443.89,425.33,418.34,436.23,0
555294561,SMP,1,5.01,4.66,4.84,4.48,447.81,421.33,419.2,439.3,0
555296565,SMP,1,4.84,4.66,4.66,4.48,432.76,430.44,423.88,441.63,0
555298564,SMP,1,5.01,4.48,4.84,4.48,437.25,422.87,424.01,440.26,0
555300569,SMP,1,5.01,4.66,4.66,4.66,445.0,422.29,428.16,442.7,0
555302565,SMP,1,4.84,4.66,4.84,4.66,442.62,419.95,427.97,434.99,0
555304565,SMP,1,5.01,4.48,4.84,4.66,440.16,423.04,422.95,434.95,0
555306567,SMP,1,5.01,4.66,4.84,4.48,439.65,429.31,428.32,436.26,0
555308559,SMP,1,4.84,4.66,4.84,4.48,439.9,421.87,431.25,446.53,0
555310591,SMP,1,4.84,4.66,4.84,4.48,440.65,420.37,426.26,440.07,0
555312575,SMP,1,4.84,4.66,4.84,4.66,437.55,425.72,425.88,427.17,0
555314557,SMP,1,4.84,4.66,4.84,4.48,441.45,424.52,430.69,444.15,0
555316555,SMP,1,5.01,4.66,4.84,4.66,442.18,426.23,437.25,430.61,0
555318580,SMP,1,5.01,4.66,4.84,4.66,438.62,426.71,434.86,432.22,0
555320579,SMP,1,5.01,4.66,4.84,4.66,440.59,425.2,434.86,431.49,0
555322576,SMP,1,5.01,4.66,4.84,4.48,440.46,429.4,438.63,435.82,0
555324576,SMP,1,5.01,4.48,4.66,4.48,441.68,422.88,435.39,422.43,0
555326574,SMP,1,5.01,4.84,4.84,4.66,442.92,427.39,436.92,437.34,0
555328576,SMP,1,4.84,4.66,4.66,4.66,442.87,430.92,440.62,442.08,0
555330557,SMP,1,4.84,4.66,4.66,4.66,433.96,431.49,436.36,442.97,0
555332630,SMP,1,5.01,4.66,4.66,4.66,441.5,427.06,436.58,439.62,0
555334575,SMP,1,4.84,4.48,4.66,4.48,434.7,433.64,441.06,432.76,0
555336577,SMP,1,4.84,4.66,4.84,4.66,440.56,429.57,440.18,442.2,0
555338574,SMP,1,4.84,4.48,4.84,4.48,441.58,437.31,436.27,442.52,0
555340572,SMP,1,5.01,4.66,4.84,4.48,440.6,433.21,440.61,443.05,0
555342552,SMP,1,5.01,4.48,4.66,4.48,436.94,425.73,439.53,435.52,0
555344566,SMP,1,5.01,4.84,4.66,4.66,438.8,431.71,443.79,440.66,0
555346574,SMP,1,4.84,4.66,4.84,4.66,437.58,438.1,441.54,437.99,0
555348572,SMP,1,5.01,4.66,4.66,4.48,442.29,429.96,443.15,439.83,0
555350572,SMP,1,5.01,4.48,4.66,4.66,438.79,424.34,438.69,431.79,0
555352577,SMP,1,4.84,4.66,4.66,4.66,437.13,432.88,439.9,435.95,0
555354573,SMP,1,5.01,4.66,4.66,4.48,443.96,430.0,439.6,445.79,0
555356586,SMP,1,5.01,4.66,4.66,4.66,443.47,426.72,444.35,447.66,0
555358583,SMP,1,5.01,4.48,4.84,4.48,443.99,432.3,438.28,438.69,0
555360589,SMP,1,5.01,4.84,4.84,4.48,440.0,432.14,438.24,439.33,0
555362585,SMP,1,4.84,4.66,4.66,4.48,435.76,431.01,438.24,442.24,0
555364583,SMP,1,5.01,4.3,4.66,4.48,438.75,430.2,442.66,446.45,0
555366583,SMP,1,5.01,4.66,4.84,4.66,437.22,437.53,443.82,439.22,0
555368585,SMP,1,5.01,4.66,4.84,4.66,431.16,436.67,442.03,436.68,0
555370589,SMP,1,4.84,4.66,4.84,4.48,433.77,432.01,444.87,439.74,0
555372592,SMP,1,5.01,4.84,4.84,4.66,435.55,432.72,444.2,434.32,0
555374583,SMP,1,5.01,4.66,4.66,4.48,437.05,432.51,438.38,436.74,0
555376588,SMP,1,4.84,4.66,4.66,4.66,445.12,427.9,443.17,440.46,0
555378585,SMP,1,5.01,4.48,4.84,4.48,439.48,431.97,438.24,438.7,0
555380585,SMP,1,5.01,4.66,4.84,4.48,435.37,434.89,443.05,438.9,0
555382585,SMP,1,4.84,4.66,4.84,4.66,439.43,428.0,440.75,439.95,0
555384583,SMP,1,5.01,4.66,4.84,4.84,441.12,434.8,439.74,443.18,0
555386581,SMP,1,4.84,4.48,4.84,4.66,444.97,434.31,434.96,438.64,0
555388585,SMP,1,5.01,4.66,4.84,4.84,447.16,438.47,437.99,439.4,0
555390560,SMP,1,5.01,4.84,4.84,4.84,439.71,432.96,441.16,444.29,0
555392559,SMP,1,4.84,4.48,4.84,4.48,444.93,436.74,438.87,436.88,0
555394594,SMP,1,5.01,4.66,4.84,4.66,436.81,431.64,436.75,441.26,0
555396586,SMP,1,5.01,4.66,4.84,4.84,437.29,439.57,442.87,442.77,0
555398584,SMP,1,5.01,4.48,4.84,4.66,443.41,432.74,437.26,439.09,0
555400585,SMP,1,5.01,4.84,4.84,4.48,447.39,430.93,447.06,444.18,0
555402594,SMP,1,4.84,4.48,4.84,4.66,443.18,424.82,438.95,439.03,0
555404594,SMP,1,5.01,4.66,4.84,4.84,445.43,436.66,437.19,437.78,0
555406596,SMP,1,5.01,4.66,4.84,4.48,449.1,431.76,431.17,447.36,0
555408587,SMP,1,5.01,4.84,4.84,4.66,441.44,432.0,433.99,449.2,0
555410610,SMP,1,5.01,4.48,4.66,4.48,444.88,429.19,438.36,443.14,0
555412666,SMP,1,5.01,4.66,4.84,4.66,446.04,430.56,439.67,441.15,0
555414596,SMP,1,5.01,4.66,4.84,4.66,446.81,435.02,437.11,441.41,0
555416607,SMP,1,5.01,4.66,4.84,4.66,442.94,429.02,435.19,439.51,0
555418596,SMP,1,5.01,4.66,4.84,4.84,445.92,429.94,439.45,435.27,0
555420588,SMP,1,5.01,4.48,4.84,4.66,444.99,436.01,441.52,440.67,0
555422596,SMP,1,5.01,4.66,4.84,4.48,445.92,432.76,441.89,443.01,0
555424596,SMP,1,4.84,4.66,5.01,4.48,439.37,428.09,436.11,443.66,0
555426595,SMP,1,5.01,4.84,4.84,4.66,443.78,432.74,436.08,448.31,0
555428598,SMP,1,5.01,4.66,4.84,4.48,441.23,425.92,438.58,446.64,0
555430594,SMP,1,4.84,4.84,4.84,4.48,442.49,433.56,444.18,445.26,0
555432582,SMP,1,4.84,4.66,4.84,4.84,440.21,429.41,434.14,444.64,0
555434599,SMP,1,5.19,4.84,4.84,4.48,446.05,430.85,431.88,441.13,0
555436595,SMP,1,5.19,4.66,4.84,4.48,444.48,430.55,440.96,443.27,0
555438593,SMP,1,5.01,4.66,4.84,4.84,448.48,427.48,434.25,442.66,0
555440593,SMP,1,5.01,4.66,4.84,4.48,448.76,426.01,439.56,449.88,0
555442591,SMP,1,4.84,4.84,4.84,4.66,451.56,427.26,439.05,439.96,0
555444596,SMP,1,5.19,4.84,4.84,4.84,436.89,435.56,433.71,449.33,0
555446596,SMP,1,5.19,4.66,4.84,4.84,444.8,430.23,437.36,442.69,0
555448604,SMP,1,5.01,4.84,4.84,4.84,443.74,431.98,436.07,446.63,0
555450605,SMP,1,5.19,4.66,4.84,4.84,439.08,422.37,436.21,445.05,0
555452604,SMP,1,5.01,4.66,4.84,4.84,452.4,426.13,432.86,443.83,0
555454623,SMP,1,5.01,4.66,4.84,4.84,444.64,430.88,433.27,450.32,0
555456588,SMP,1,5.01,4.66,4.84,4.84,451.41,429.25,427.54,439.92,0
555458589,SMP,1,5.01,4.66,4.84,4.66,455.16,428.62,436.14,445.08,0
555460604,SMP,1,5.01,4.84,4.84,4.66,445.11,429.87,433.02,444.63,0
555462608,SMP,1,5.01,4.66,4.84,4.66,443.99,435.3,434.33,438.31,0
555464606,SMP,1,5.01,4.84,4.84,4.84,450.08,430.03,440.38,443.7,0
555466605,SMP,1,5.01,4.84,4.84,4.84,440.37,429.29,432.89,446.81,0
555468605,SMP,1,5.01,4.84,5.01,4.84,435.2,437.6,443.87,445.74,0
555470605,SMP,1,5.01,4.66,5.01,4.84,449.15,431.19,439.27,436.94,0
555472606,SMP,1,5.19,4.66,4.84,4.84,459.55,416.79,440.58,447.59,0
555474605,SMP,1,5.19,4.84,5.01,4.84,478.62,423.7,457.71,433.28,0
555476609,SMP,1,5.19,4.84,4.84,4.84,490.91,426.53,484.45,443.69,0
555478608,SMP,1,5.19,4.66,4.66,4.84,489.3,435.2,492.98,430.72,0
555480603,SMP,1,5.01,4.66,5.01,4.84,499.52,422.06,493.65,436.69,0
555482605,SMP,1,5.19,4.84,4.84,4.66,521.49,427.23,503.71,429.07,0
555484606,SMP,1,5.19,4.84,5.01,4.84,526.12,429.4,518.8,445.12,0
555486605,SMP,1,5.01,4.84,5.01,4.48,528.21,421.67,524.62,441.23,0
555488605,SMP,1,5.19,4.66,4.84,4.66,527.4,425.66,528.25,434.52,0
555490604,SMP,1,5.19,4.84,4.84,4.66,526.55,421.32,527.37,435.27,0
555492605,SMP,1,5.01,4.84,4.84,4.84,526.43,418.7,536.66,434.87,0
555494624,SMP,1,5.19,4.66,4.84,4.66,532.82,418.4,531.48,435.96,0
555496652,SMP,1,5.19,4.66,5.01,4.84,533.39,419.07,532.67,434.61,0
555498614,SMP,1,5.19,4.84,5.01,4.84,542.1,413.97,531.61,435.45,0
555500616,SMP,1,5.19,4.84,4.84,4.84,530.32,421.62,529.3,441.58,0
555502615,SMP,1,5.19,4.48,4.84,4.84,532.79,413.15,536.02,441.87,0
555504619,SMP,1,5.19,4.66,4.84,4.84,531.16,425.07,524.21,434.83,0
